Experiment	bias spectroscopy	
Saved Date	24.08.2023 03:52:42	
User		
Date		
X (m)	708.557E-9	
Y (m)	-755.869E-9	
Z (m)	-55.5153E-9	
Z offset (m)	0E+0	
Settling time (s)	20E-3	
Integration time (s)	150E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	24.08.2023 03:36:11	
Filter type	None	
Order		
Cutoff frq		
Segment Start (V), Segment End (V), Settling (s), Integration (s), Steps (xn), Lockin, Init. Settling (s)	0.1,0.06,5E-5,1.5E-1,50,1,0E+0;0.06,-0.06,5E-5,1.5E-1,700,1,0E+0;-0.06,-0.1,5E-5,1.5E-1,50,1,0E+0	
Bias>Bias (V)	100E-3	
Bias>Calibration (V/V)	1E+0	
Bias>Offset (V)	-14.8E-3	
Bias Spectroscopy>Sweep Start (V)	100E-3	
Bias Spectroscopy>Sweep End (V)	-100E-3	
Bias Spectroscopy>Num Pixel	100	
Bias Spectroscopy>Z Avg time (s)	50E-3	
Bias Spectroscopy>Z offset (m)	0E+0	
Bias Spectroscopy>1st Settling time (s)	50E-3	
Bias Spectroscopy>Settling time (s)	20E-3	
Bias Spectroscopy>Integration time (s)	150E-3	
Bias Spectroscopy>End Settling time (s)	5E-3	
Bias Spectroscopy>Z control time (s)	200E-3	
Bias Spectroscopy>Max Slew rate (V/s)	99.9999E-3	
Bias Spectroscopy>backward sweep	FALSE	
Bias Spectroscopy>Z-controller hold	TRUE	
Bias Spectroscopy>Number of sweeps	8	
Bias Spectroscopy>Channels	Current (A);LI Demod 1 X (A);LI Demod 1 Y (A)	
Bias Spectroscopy>Reset Bias	TRUE	
Bias Spectroscopy>Record final Z	FALSE	
Bias Spectroscopy>Lock-In run	TRUE	
Current>Current (A)	34.2908E-12	
Current>Calibration (A/V)	1E-9	
Current>Offset (A)	-1.97371E-12	
Current>Gain	LN 10^9	
Lock-in>Lock-in status	OFF	
Lock-in>Modulated signal	Bias (V)	
Lock-in>Frequency (Hz)	187.1E+0	
Lock-in>Amplitude	2E-3	
Lock-in>Demodulated signal	Current (A)	
Lock-in>HP Filter Cutoff D1 (Hz)	155.425E+0	
Lock-in>HP Filter Cutoff D2 (Hz)	310.849E+0	
Lock-in>HP Filter Order D1	OFF	
Lock-in>HP Filter Order D2	OFF	
Lock-in>Harmonic D1	1	
Lock-in>Harmonic D2	2	
Lock-in>Reference phase D1 (deg)	-12.7587E+0	
Lock-in>Reference phase D2 (deg)	179.841E+0	
Lock-in>LP Filter Cutoff D1 (Hz)	310.849E+0	
Lock-in>LP Filter Cutoff D2 (Hz)	310.849E+0	
Lock-in>LP Filter Order D1	OFF	
Lock-in>LP Filter Order D2	OFF	
Lock-in>Sync Filter D1	ON	
Lock-in>Sync Filter D2	ON	
NanonisMain>Session Path	D:\mKSTM Data\2023-08-23	
NanonisMain>SW Version	Generic 5e	
NanonisMain>UI Release	12477	
NanonisMain>RT Release	12477	
NanonisMain>RT Frequency (Hz)	20E+3	
NanonisMain>Signals Oversampling	10	
NanonisMain>Acquisition Period (s)	20E-3	
NanonisMain>Animations Period (s)	20E-3	
NanonisMain>Indicators Period (s)	300E-3	
NanonisMain>Measurements Period (s)	500E-3	
Piezo Configuration>Active Calib.	LT	
Piezo Configuration>Calib. X (m/V)	8.198E-9	
Piezo Configuration>Calib. Y (m/V)	8.198E-9	
Piezo Configuration>Calib. Z (m/V)	1.094E-9	
Piezo Configuration>HV Gain X	14	
Piezo Configuration>HV Gain Y	14	
Piezo Configuration>HV Gain Z	14	
Piezo Configuration>Tilt X (deg)	0.497945	
Piezo Configuration>Tilt Y (deg)	-0.424559	
Piezo Configuration>Curvature radius X (m)	Inf	
Piezo Configuration>Curvature radius Y (m)	Inf	
Piezo Configuration>2nd order corr X (V/m^2)	0E+0	
Piezo Configuration>2nd order corr Y (V/m^2)	0E+0	
Piezo Configuration>Drift X (m/s)	0E+0	
Piezo Configuration>Drift Y (m/s)	0E+0	
Piezo Configuration>Drift Z (m/s)	10E-15	
Piezo Configuration>Drift correction status (on/off)	TRUE	
Scan>Scanfield	707.779E-9;-756.169E-9;2E-9;2E-9;0E+0	
Scan>series name	unnamed	
Scan>channels	Current (A);Z (m)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	39.0625E-9	
Scan>speed backw. (m/s)	39.0625E-9	
Z-Controller>Z (m)	-55.5153E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	OFF	
Z-Controller>Setpoint	10.4047E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	10E-15	
Z-Controller>I gain	2.00795E-9	
Z-Controller>Time const (s)	4.9802E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current [AVG] (A)	LI Demod 1 X [AVG] (A)	LI Demod 1 Y [AVG] (A)	Current [00001] (A)	LI Demod 1 X [00001] (A)	LI Demod 1 Y [00001] (A)	Current [00002] (A)	LI Demod 1 X [00002] (A)	LI Demod 1 Y [00002] (A)	Current [00003] (A)	LI Demod 1 X [00003] (A)	LI Demod 1 Y [00003] (A)	Current [00004] (A)	LI Demod 1 X [00004] (A)	LI Demod 1 Y [00004] (A)	Current [00005] (A)	LI Demod 1 X [00005] (A)	LI Demod 1 Y [00005] (A)	Current [00006] (A)	LI Demod 1 X [00006] (A)	LI Demod 1 Y [00006] (A)	Current [00007] (A)	LI Demod 1 X [00007] (A)	LI Demod 1 Y [00007] (A)	Current [00008] (A)	LI Demod 1 X [00008] (A)	LI Demod 1 Y [00008] (A)
100.00000E-3	42.483392E-12	803.66388E-15	37.751042E-15	41.876596E-12	783.90067E-15	38.262213E-15	41.383480E-12	786.97519E-15	48.759553E-15	41.994172E-12	788.16185E-15	18.864477E-15	42.579620E-12	805.50865E-15	16.623157E-15	42.881119E-12	828.17943E-15	52.721814E-15	43.088203E-12	791.01607E-15	44.758505E-15	43.224993E-12	804.66921E-15	32.091717E-15	42.838962E-12	840.90000E-15	49.926904E-15
99.183679E-3	42.167516E-12	790.80709E-15	36.641954E-15	41.491779E-12	809.61751E-15	38.484424E-15	41.128271E-12	768.37435E-15	30.676725E-15	41.813400E-12	772.44770E-15	38.121958E-15	42.223936E-12	774.14534E-15	41.535480E-15	42.545082E-12	811.47730E-15	1.9692597E-15	42.654193E-12	766.65909E-15	46.462915E-15	42.761815E-12	826.70573E-15	43.650088E-15	42.721663E-12	797.02949E-15	52.234784E-15
98.367348E-3	41.879205E-12	799.90441E-15	33.931273E-15	41.360349E-12	807.66112E-15	14.182985E-15	40.895436E-12	781.39497E-15	27.149883E-15	41.635313E-12	768.68920E-15	53.435229E-15	41.903387E-12	779.87692E-15	50.739472E-15	42.269892E-12	808.82187E-15	10.412600E-15	42.369785E-12	801.20361E-15	41.232344E-15	42.176953E-12	815.26566E-15	54.718305E-15	42.422517E-12	836.32179E-15	19.579358E-15
97.551018E-3	41.546811E-12	805.37942E-15	36.909471E-15	41.045788E-12	813.81782E-15	40.000646E-15	40.656801E-12	763.99276E-15	8.0489086E-15	40.984452E-12	815.13447E-15	40.126004E-15	41.661747E-12	819.09555E-15	66.972036E-15	41.995876E-12	833.76367E-15	29.169948E-15	42.137370E-12	778.92711E-15	38.276785E-15	41.934071E-12	798.66170E-15	14.986805E-15	41.958392E-12	819.64231E-15	57.694640E-15
96.734695E-3	41.113370E-12	800.58806E-15	25.700545E-15	40.621152E-12	807.09089E-15	36.799130E-15	40.377490E-12	805.59116E-15	861.22239E-18	40.545248E-12	787.87150E-15	41.958936E-15	41.339574E-12	791.00170E-15	23.771885E-15	41.554003E-12	857.16384E-15	-7.0751815E-15	41.482817E-12	793.41395E-15	24.181593E-15	41.643692E-12	774.13309E-15	33.096982E-15	41.342988E-12	788.43843E-15	52.009788E-15
95.918372E-3	40.836078E-12	814.83816E-15	35.169614E-15	40.275831E-12	817.41992E-15	40.704721E-15	40.044270E-12	806.18384E-15	26.124668E-15	40.644717E-12	771.55974E-15	53.205531E-15	41.015365E-12	804.76646E-15	39.481910E-15	41.414878E-12	849.38659E-15	53.906867E-15	41.040105E-12	821.25924E-15	30.855520E-15	41.289451E-12	843.44874E-15	18.156083E-15	40.964003E-12	804.68081E-15	18.921615E-15
95.102042E-3	40.448003E-12	801.98971E-15	14.993325E-15	39.757062E-12	799.19914E-15	-944.93376E-18	39.676235E-12	773.55938E-15	8.6799354E-15	40.205683E-12	820.76501E-15	13.309151E-15	40.609776E-12	823.29765E-15	-6.5797913E-15	40.942600E-12	810.04658E-15	17.823296E-15	40.832605E-12	782.70951E-15	15.267659E-15	41.015451E-12	848.09931E-15	26.846826E-15	40.544616E-12	758.24102E-15	45.544460E-15
94.285712E-3	40.161811E-12	806.00413E-15	39.535649E-15	39.412664E-12	799.37977E-15	49.252963E-15	39.175860E-12	812.87191E-15	29.167173E-15	40.056028E-12	794.56613E-15	51.111039E-15	40.390805E-12	803.68335E-15	62.414612E-15	40.479117E-12	826.57508E-15	50.837586E-15	40.660465E-12	836.28433E-15	54.926854E-15	40.666918E-12	805.25869E-15	4.2316902E-15	40.452631E-12	769.41405E-15	14.343261E-15
93.469389E-3	39.852319E-12	810.98767E-15	22.268849E-15	39.080548E-12	774.08848E-15	19.230530E-15	38.981270E-12	807.12439E-15	31.059831E-15	39.783048E-12	782.64272E-15	30.487484E-15	40.123443E-12	830.61336E-15	44.303913E-15	40.243271E-12	842.21014E-15	-9.8968888E-15	40.379380E-12	822.16422E-15	48.333980E-15	40.200353E-12	822.90668E-15	26.018921E-15	40.027252E-12	806.15137E-15	-11.386985E-15
92.653066E-3	39.496639E-12	814.15668E-15	30.200164E-15	38.771836E-12	806.91790E-15	19.941548E-15	38.621818E-12	809.56991E-15	32.586808E-15	39.376464E-12	800.38846E-15	22.968896E-15	39.804743E-12	783.34057E-15	20.675593E-15	39.905360E-12	821.00770E-15	45.185088E-15	39.932939E-12	816.66358E-15	24.729157E-15	39.914870E-12	829.27670E-15	31.392745E-15	39.645086E-12	846.08861E-15	44.121468E-15
91.836736E-3	39.135268E-12	814.31536E-15	25.345799E-15	38.589711E-12	813.31724E-15	40.582135E-15	38.377444E-12	818.57963E-15	25.910802E-15	38.971541E-12	815.98460E-15	-1.7238747E-15	39.392184E-12	832.68532E-15	31.988541E-15	39.636995E-12	796.91516E-15	19.658423E-15	39.547591E-12	815.54121E-15	18.760460E-15	39.381793E-12	780.44992E-15	13.320399E-15	39.184895E-12	841.04972E-15	54.269509E-15
