Experiment	bias spectroscopy	
Saved Date	24.08.2023 00:29:59	
User		
Date		
X (m)	708.191E-9	
Y (m)	-756.013E-9	
Z (m)	-55.4943E-9	
Z offset (m)	0E+0	
Settling time (s)	20E-3	
Integration time (s)	150E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	24.08.2023 00:13:28	
Filter type	None	
Order		
Cutoff frq		
Segment Start (V), Segment End (V), Settling (s), Integration (s), Steps (xn), Lockin, Init. Settling (s)	0.1,0.06,5E-5,1.5E-1,50,1,0E+0;0.06,-0.06,5E-5,1.5E-1,700,1,0E+0;-0.06,-0.1,5E-5,1.5E-1,50,1,0E+0	
Bias>Bias (V)	100E-3	
Bias>Calibration (V/V)	1E+0	
Bias>Offset (V)	-14.8E-3	
Bias Spectroscopy>Sweep Start (V)	100E-3	
Bias Spectroscopy>Sweep End (V)	-100E-3	
Bias Spectroscopy>Num Pixel	100	
Bias Spectroscopy>Z Avg time (s)	50E-3	
Bias Spectroscopy>Z offset (m)	0E+0	
Bias Spectroscopy>1st Settling time (s)	50E-3	
Bias Spectroscopy>Settling time (s)	20E-3	
Bias Spectroscopy>Integration time (s)	150E-3	
Bias Spectroscopy>End Settling time (s)	5E-3	
Bias Spectroscopy>Z control time (s)	200E-3	
Bias Spectroscopy>Max Slew rate (V/s)	99.9999E-3	
Bias Spectroscopy>backward sweep	FALSE	
Bias Spectroscopy>Z-controller hold	TRUE	
Bias Spectroscopy>Number of sweeps	8	
Bias Spectroscopy>Channels	Current (A);LI Demod 1 X (A);LI Demod 1 Y (A)	
Bias Spectroscopy>Reset Bias	TRUE	
Bias Spectroscopy>Record final Z	FALSE	
Bias Spectroscopy>Lock-In run	TRUE	
Current>Current (A)	27.8028E-12	
Current>Calibration (A/V)	1E-9	
Current>Offset (A)	-1.97371E-12	
Current>Gain	LN 10^9	
Lock-in>Lock-in status	OFF	
Lock-in>Modulated signal	Bias (V)	
Lock-in>Frequency (Hz)	187.1E+0	
Lock-in>Amplitude	2E-3	
Lock-in>Demodulated signal	Current (A)	
Lock-in>HP Filter Cutoff D1 (Hz)	155.425E+0	
Lock-in>HP Filter Cutoff D2 (Hz)	310.849E+0	
Lock-in>HP Filter Order D1	OFF	
Lock-in>HP Filter Order D2	OFF	
Lock-in>Harmonic D1	1	
Lock-in>Harmonic D2	2	
Lock-in>Reference phase D1 (deg)	-12.7587E+0	
Lock-in>Reference phase D2 (deg)	179.841E+0	
Lock-in>LP Filter Cutoff D1 (Hz)	310.849E+0	
Lock-in>LP Filter Cutoff D2 (Hz)	310.849E+0	
Lock-in>LP Filter Order D1	OFF	
Lock-in>LP Filter Order D2	OFF	
Lock-in>Sync Filter D1	ON	
Lock-in>Sync Filter D2	ON	
NanonisMain>Session Path	D:\mKSTM Data\2023-08-23	
NanonisMain>SW Version	Generic 5e	
NanonisMain>UI Release	12477	
NanonisMain>RT Release	12477	
NanonisMain>RT Frequency (Hz)	20E+3	
NanonisMain>Signals Oversampling	10	
NanonisMain>Acquisition Period (s)	20E-3	
NanonisMain>Animations Period (s)	20E-3	
NanonisMain>Indicators Period (s)	300E-3	
NanonisMain>Measurements Period (s)	500E-3	
Piezo Configuration>Active Calib.	LT	
Piezo Configuration>Calib. X (m/V)	8.198E-9	
Piezo Configuration>Calib. Y (m/V)	8.198E-9	
Piezo Configuration>Calib. Z (m/V)	1.094E-9	
Piezo Configuration>HV Gain X	14	
Piezo Configuration>HV Gain Y	14	
Piezo Configuration>HV Gain Z	14	
Piezo Configuration>Tilt X (deg)	0.497945	
Piezo Configuration>Tilt Y (deg)	-0.424559	
Piezo Configuration>Curvature radius X (m)	Inf	
Piezo Configuration>Curvature radius Y (m)	Inf	
Piezo Configuration>2nd order corr X (V/m^2)	0E+0	
Piezo Configuration>2nd order corr Y (V/m^2)	0E+0	
