Experiment	bias spectroscopy	
Saved Date	24.08.2023 11:37:14	
User		
Date		
X (m)	710.327E-9	
Y (m)	-755.323E-9	
Z (m)	-55.6063E-9	
Z offset (m)	0E+0	
Settling time (s)	20E-3	
Integration time (s)	150E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	24.08.2023 11:20:03	
Filter type	None	
Order		
Cutoff frq		
Bias>Bias (V)	100E-3	
Bias>Calibration (V/V)	1E+0	
Bias>Offset (V)	-14.8E-3	
Bias Spectroscopy>Sweep Start (V)	140E-3	
Bias Spectroscopy>Sweep End (V)	-140E-3	
Bias Spectroscopy>Num Pixel	900	
Bias Spectroscopy>Z Avg time (s)	50E-3	
Bias Spectroscopy>Z offset (m)	0E+0	
Bias Spectroscopy>1st Settling time (s)	50E-3	
Bias Spectroscopy>Settling time (s)	20E-3	
Bias Spectroscopy>Integration time (s)	150E-3	
Bias Spectroscopy>End Settling time (s)	5E-3	
Bias Spectroscopy>Z control time (s)	200E-3	
Bias Spectroscopy>Max Slew rate (V/s)	29.9999E-3	
Bias Spectroscopy>backward sweep	FALSE	
Bias Spectroscopy>Z-controller hold	TRUE	
Bias Spectroscopy>Number of sweeps	8	
Bias Spectroscopy>Channels	Current (A);LI Demod 1 X (A);LI Demod 1 Y (A)	
Bias Spectroscopy>Reset Bias	TRUE	
Bias Spectroscopy>Record final Z	FALSE	
Bias Spectroscopy>Lock-In run	TRUE	
Current>Current (A)	43.6799E-12	
Current>Calibration (A/V)	1E-9	
Current>Offset (A)	-1.97371E-12	
Current>Gain	LN 10^9	
Lock-in>Lock-in status	OFF	
Lock-in>Modulated signal	Bias (V)	
Lock-in>Frequency (Hz)	187.1E+0	
Lock-in>Amplitude	3E-3	
Lock-in>Demodulated signal	Current (A)	
Lock-in>HP Filter Cutoff D1 (Hz)	155.425E+0	
Lock-in>HP Filter Cutoff D2 (Hz)	310.849E+0	
Lock-in>HP Filter Order D1	OFF	
Lock-in>HP Filter Order D2	OFF	
Lock-in>Harmonic D1	1	
Lock-in>Harmonic D2	2	
Lock-in>Reference phase D1 (deg)	-12.7587E+0	
Lock-in>Reference phase D2 (deg)	179.841E+0	
Lock-in>LP Filter Cutoff D1 (Hz)	310.849E+0	
Lock-in>LP Filter Cutoff D2 (Hz)	310.849E+0	
Lock-in>LP Filter Order D1	OFF	
Lock-in>LP Filter Order D2	OFF	
Lock-in>Sync Filter D1	ON	
Lock-in>Sync Filter D2	ON	
NanonisMain>Session Path	D:\mKSTM Data\2023-08-23	
NanonisMain>SW Version	Generic 5e	
NanonisMain>UI Release	12477	
NanonisMain>RT Release	12477	
NanonisMain>RT Frequency (Hz)	20E+3	
NanonisMain>Signals Oversampling	10	
NanonisMain>Acquisition Period (s)	20E-3	
NanonisMain>Animations Period (s)	20E-3	
NanonisMain>Indicators Period (s)	300E-3	
NanonisMain>Measurements Period (s)	500E-3	
Piezo Configuration>Active Calib.	LT	
Piezo Configuration>Calib. X (m/V)	8.198E-9	
Piezo Configuration>Calib. Y (m/V)	8.198E-9	
Piezo Configuration>Calib. Z (m/V)	1.094E-9	
Piezo Configuration>HV Gain X	14	
Piezo Configuration>HV Gain Y	14	
Piezo Configuration>HV Gain Z	14	
Piezo Configuration>Tilt X (deg)	0.497945	
Piezo Configuration>Tilt Y (deg)	-0.424559	
Piezo Configuration>Curvature radius X (m)	Inf	
Piezo Configuration>Curvature radius Y (m)	Inf	
Piezo Configuration>2nd order corr X (V/m^2)	0E+0	
Piezo Configuration>2nd order corr Y (V/m^2)	0E+0	
Piezo Configuration>Drift X (m/s)	0E+0	
Piezo Configuration>Drift Y (m/s)	0E+0	
Piezo Configuration>Drift Z (m/s)	30E-15	
Piezo Configuration>Drift correction status (on/off)	TRUE	
Scan>Scanfield	709.871E-9;-755.186E-9;2E-9;2E-9;0E+0	
Scan>series name	unnamed	
Scan>channels	Current (A);Z (m)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	39.0625E-9	
Scan>speed backw. (m/s)	39.0625E-9	
Z-Controller>Z (m)	-55.6063E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	OFF	
Z-Controller>Setpoint	10.4047E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	10E-15	
Z-Controller>I gain	2.00795E-9	
Z-Controller>Time const (s)	4.9802E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current [AVG] (A)	LI Demod 1 X [AVG] (A)	LI Demod 1 Y [AVG] (A)	Current [00001] (A)	LI Demod 1 X [00001] (A)	LI Demod 1 Y [00001] (A)	Current [00002] (A)	LI Demod 1 X [00002] (A)	LI Demod 1 Y [00002] (A)	Current [00003] (A)	LI Demod 1 X [00003] (A)	LI Demod 1 Y [00003] (A)	Current [00004] (A)	LI Demod 1 X [00004] (A)	LI Demod 1 Y [00004] (A)	Current [00005] (A)	LI Demod 1 X [00005] (A)	LI Demod 1 Y [00005] (A)	Current [00006] (A)	LI Demod 1 X [00006] (A)	LI Demod 1 Y [00006] (A)	Current [00007] (A)	LI Demod 1 X [00007] (A)	LI Demod 1 Y [00007] (A)	Current [00008] (A)	LI Demod 1 X [00008] (A)	LI Demod 1 Y [00008] (A)
140.00000E-3	57.036414E-12	1.1795482E-12	28.940720E-15	57.209400E-12	1.2045427E-12	30.425444E-15	57.862395E-12	1.1884979E-12	19.769861E-15	56.374148E-12	1.1789522E-12	40.717768E-15	56.513176E-12	1.1484276E-12	12.051376E-15	57.098434E-12	1.1904127E-12	45.552490E-15	57.160925E-12	1.1664563E-12	25.127381E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
139.68854E-3	56.870061E-12	1.1531765E-12	36.163689E-15	57.008207E-12	1.1627906E-12	52.695200E-15	57.589097E-12	1.1825439E-12	45.547791E-15	56.175488E-12	1.1285614E-12	29.186956E-15	56.436526E-12	1.1433887E-12	8.3088757E-15	56.960218E-12	1.1751828E-12	46.117244E-15	57.050822E-12	1.1265920E-12	35.126057E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
139.37709E-3	56.814727E-12	1.1624909E-12	50.926033E-15	56.829486E-12	1.1486238E-12	26.296341E-15	57.509459E-12	1.1644472E-12	34.749276E-15	56.166783E-12	1.1623480E-12	38.930447E-15	56.450875E-12	1.1558961E-12	46.790554E-15	56.934020E-12	1.1677208E-12	58.181501E-15	56.997729E-12	1.1759093E-12	100.60809E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
139.06562E-3	56.682159E-12	1.1678219E-12	30.940230E-15	56.731130E-12	1.1845339E-12	-5.6109207E-15	57.261001E-12	1.1782838E-12	39.796640E-15	56.147389E-12	1.1939542E-12	65.864984E-15	56.312652E-12	1.1352891E-12	43.293162E-15	56.768472E-12	1.1549971E-12	20.724004E-15	56.872309E-12	1.1598734E-12	21.573518E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
138.75417E-3	56.556121E-12	1.1679117E-12	37.420560E-15	56.533354E-12	1.1530592E-12	32.871946E-15	57.208582E-12	1.1709306E-12	51.560176E-15	56.015106E-12	1.1906028E-12	63.127780E-15	56.219911E-12	1.1528957E-12	10.321069E-15	56.630672E-12	1.1479206E-12	40.131947E-15	56.729111E-12	1.1920611E-12	26.510454E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
138.44271E-3	56.468604E-12	1.1541288E-12	51.081060E-15	56.670189E-12	1.1345845E-12	56.223872E-15	56.963968E-12	1.1830326E-12	51.942324E-15	55.855872E-12	1.1505661E-12	37.397636E-15	56.074867E-12	1.1490644E-12	56.140222E-15	56.524781E-12	1.1571163E-12	82.541558E-15	56.721947E-12	1.1504087E-12	22.240761E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
138.13126E-3	56.306067E-12	1.1593169E-12	36.018172E-15	56.485382E-12	1.1498796E-12	25.708658E-15	56.887880E-12	1.1930306E-12	66.256591E-15	55.744642E-12	1.1268048E-12	41.163853E-15	55.869025E-12	1.1309681E-12	16.809533E-15	56.506806E-12	1.1871648E-12	25.710987E-15	56.342677E-12	1.1680534E-12	40.459420E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
137.81980E-3	56.164420E-12	1.1589770E-12	23.333352E-15	56.480404E-12	1.1365030E-12	16.977295E-15	56.784497E-12	1.1659535E-12	47.306641E-15	55.584492E-12	1.1472557E-12	19.911908E-15	55.651192E-12	1.1594196E-12	8.9983715E-15	56.384796E-12	1.1763545E-12	46.055756E-15	56.101138E-12	1.1683756E-12	750.14328E-18	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
137.50835E-3	56.062540E-12	1.1557431E-12	47.482431E-15	56.163983E-12	1.1354687E-12	41.434467E-15	56.763594E-12	1.1760227E-12	46.190150E-15	55.493589E-12	1.1431581E-12	44.386183E-15	55.736839E-12	1.1731341E-12	35.957318E-15	56.108951E-12	1.1288790E-12	74.974193E-15	56.108285E-12	1.1777963E-12	41.952281E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
137.19688E-3	55.921576E-12	1.1541914E-12	34.713890E-15	55.981150E-12	1.1508589E-12	22.479650E-15	56.604887E-12	1.1836970E-12	13.288076E-15	55.365976E-12	1.1513878E-12	-1.7035410E-15	55.621348E-12	1.1420815E-12	63.209441E-15	56.032727E-12	1.1583437E-12	40.549121E-15	55.923367E-12	1.1387794E-12	70.460605E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
136.88543E-3	55.836669E-12	1.1850338E-12	43.767351E-15	55.924897E-12	1.2221793E-12	16.528283E-15	56.562074E-12	1.2009583E-12	21.435953E-15	55.162454E-12	1.1537292E-12	76.812065E-15	55.392059E-12	1.1602804E-12	53.775249E-15	56.081757E-12	1.1812155E-12	55.257533E-15	55.896759E-12	1.1918402E-12	38.795027E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
136.57397E-3	55.665750E-12	1.1502764E-12	55.792925E-15	55.715758E-12	1.1741856E-12	91.366835E-15	56.363858E-12	1.1518337E-12	48.246468E-15	54.940382E-12	1.1382309E-12	27.891784E-15	55.222559E-12	1.1438371E-12	42.176193E-15	55.861558E-12	1.1531713E-12	74.501494E-15	55.890383E-12	1.1403998E-12	50.574786E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
136.26252E-3	55.551251E-12	1.1506499E-12	29.636165E-15	55.772262E-12	1.1565102E-12	45.182852E-15	56.236529E-12	1.1733325E-12	32.671152E-15	54.801195E-12	1.1350366E-12	30.307201E-15	55.097864E-12	1.1551611E-12	36.100802E-15	55.747285E-12	1.1463281E-12	-7.7066352E-15	55.652379E-12	1.1375310E-12	41.261628E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
135.95106E-3	55.475628E-12	1.1544335E-12	38.053755E-15	55.652104E-12	1.1475555E-12	4.8891229E-15	56.266436E-12	1.1689778E-12	34.622865E-15	54.756095E-12	1.1667542E-12	56.988892E-15	54.971919E-12	1.1253846E-12	88.206155E-15	55.567221E-12	1.1501141E-12	49.967287E-15	55.639989E-12	1.1678150E-12	-6.3517887E-15	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
