Experiment	bias spectroscopy	
Saved Date	23.08.2023 18:45:17	
User		
Date		
X (m)	707.615E-9	
Y (m)	-756.101E-9	
Z (m)	-55.3332E-9	
Z offset (m)	0E+0	
Settling time (s)	20E-3	
Integration time (s)	150E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	23.08.2023 18:28:46	
Filter type	None	
Order		
Cutoff frq		
Segment Start (V), Segment End (V), Settling (s), Integration (s), Steps (xn), Lockin, Init. Settling (s)	0.1,0.06,5E-5,1.5E-1,50,1,0E+0;0.06,-0.06,5E-5,1.5E-1,700,1,0E+0;-0.06,-0.1,5E-5,1.5E-1,50,1,0E+0	
Bias>Bias (V)	100E-3	
Bias>Calibration (V/V)	1E+0	
Bias>Offset (V)	-14.8E-3	
Bias Spectroscopy>Sweep Start (V)	100E-3	
Bias Spectroscopy>Sweep End (V)	-100E-3	
Bias Spectroscopy>Num Pixel	100	
Bias Spectroscopy>Z Avg time (s)	50E-3	
Bias Spectroscopy>Z offset (m)	0E+0	
Bias Spectroscopy>1st Settling time (s)	50E-3	
Bias Spectroscopy>Settling time (s)	20E-3	
Bias Spectroscopy>Integration time (s)	150E-3	
Bias Spectroscopy>End Settling time (s)	5E-3	
Bias Spectroscopy>Z control time (s)	200E-3	
Bias Spectroscopy>Max Slew rate (V/s)	99.9999E-3	
Bias Spectroscopy>backward sweep	FALSE	
Bias Spectroscopy>Z-controller hold	TRUE	
Bias Spectroscopy>Number of sweeps	8	
Bias Spectroscopy>Channels	Current (A);LI Demod 1 X (A);LI Demod 1 Y (A)	
Bias Spectroscopy>Reset Bias	TRUE	
Bias Spectroscopy>Record final Z	FALSE	
Bias Spectroscopy>Lock-In run	TRUE	
Current>Current (A)	26.6896E-12	
Current>Calibration (A/V)	1E-9	
Current>Offset (A)	-1.97371E-12	
Current>Gain	LN 10^9	
Lock-in>Lock-in status	OFF	
Lock-in>Modulated signal	Bias (V)	
Lock-in>Frequency (Hz)	187.1E+0	
Lock-in>Amplitude	2E-3	
Lock-in>Demodulated signal	Current (A)	
Lock-in>HP Filter Cutoff D1 (Hz)	155.425E+0	
Lock-in>HP Filter Cutoff D2 (Hz)	310.849E+0	
Lock-in>HP Filter Order D1	OFF	
Lock-in>HP Filter Order D2	OFF	
Lock-in>Harmonic D1	1	
Lock-in>Harmonic D2	2	
Lock-in>Reference phase D1 (deg)	-12.7587E+0	
Lock-in>Reference phase D2 (deg)	179.841E+0	
Lock-in>LP Filter Cutoff D1 (Hz)	310.849E+0	
Lock-in>LP Filter Cutoff D2 (Hz)	310.849E+0	
Lock-in>LP Filter Order D1	OFF	
Lock-in>LP Filter Order D2	OFF	
Lock-in>Sync Filter D1	ON	
Lock-in>Sync Filter D2	ON	
NanonisMain>Session Path	D:\mKSTM Data\2023-08-23	
NanonisMain>SW Version	Generic 5e	
NanonisMain>UI Release	12477	
NanonisMain>RT Release	12477	
NanonisMain>RT Frequency (Hz)	20E+3	
NanonisMain>Signals Oversampling	10	
NanonisMain>Acquisition Period (s)	20E-3	
NanonisMain>Animations Period (s)	20E-3	
NanonisMain>Indicators Period (s)	300E-3	
NanonisMain>Measurements Period (s)	500E-3	
Piezo Configuration>Active Calib.	LT	
Piezo Configuration>Calib. X (m/V)	8.198E-9	
Piezo Configuration>Calib. Y (m/V)	8.198E-9	
Piezo Configuration>Calib. Z (m/V)	1.094E-9	
Piezo Configuration>HV Gain X	14	
Piezo Configuration>HV Gain Y	14	
Piezo Configuration>HV Gain Z	14	
Piezo Configuration>Tilt X (deg)	0.497945	
Piezo Configuration>Tilt Y (deg)	-0.424559	
Piezo Configuration>Curvature radius X (m)	Inf	
Piezo Configuration>Curvature radius Y (m)	Inf	
Piezo Configuration>2nd order corr X (V/m^2)	0E+0	
Piezo Configuration>2nd order corr Y (V/m^2)	0E+0	
Piezo Configuration>Drift X (m/s)	0E+0	
Piezo Configuration>Drift Y (m/s)	0E+0	
Piezo Configuration>Drift Z (m/s)	15.2E-15	
Piezo Configuration>Drift correction status (on/off)	TRUE	
Scan>Scanfield	707.779E-9;-756.169E-9;2E-9;2E-9;0E+0	
Scan>series name	unnamed	
Scan>channels	Current (A);Z (m)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	39.0625E-9	
Scan>speed backw. (m/s)	39.0625E-9	
Z-Controller>Z (m)	-55.3332E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	OFF	
Z-Controller>Setpoint	10.4047E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	10E-15	
Z-Controller>I gain	2.00795E-9	
Z-Controller>Time const (s)	4.9802E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current [AVG] (A)	LI Demod 1 X [AVG] (A)	LI Demod 1 Y [AVG] (A)	Current [00001] (A)	LI Demod 1 X [00001] (A)	LI Demod 1 Y [00001] (A)	Current [00002] (A)	LI Demod 1 X [00002] (A)	LI Demod 1 Y [00002] (A)	Current [00003] (A)	LI Demod 1 X [00003] (A)	LI Demod 1 Y [00003] (A)	Current [00004] (A)	LI Demod 1 X [00004] (A)	LI Demod 1 Y [00004] (A)	Current [00005] (A)	LI Demod 1 X [00005] (A)	LI Demod 1 Y [00005] (A)	Current [00006] (A)	LI Demod 1 X [00006] (A)	LI Demod 1 Y [00006] (A)	Current [00007] (A)	LI Demod 1 X [00007] (A)	LI Demod 1 Y [00007] (A)	Current [00008] (A)	LI Demod 1 X [00008] (A)	LI Demod 1 Y [00008] (A)
100.00000E-3	42.099914E-12	797.59149E-15	19.225754E-15	41.278658E-12	786.86157E-15	36.846584E-15	42.838112E-12	818.99602E-15	16.527946E-15	43.440630E-12	809.61930E-15	7.3017611E-15	43.318127E-12	820.65106E-15	3.2547368E-15	42.644624E-12	808.38000E-15	14.928173E-15	41.987011E-12	794.01850E-15	17.178575E-15	41.149067E-12	784.90919E-15	54.714310E-15	40.143090E-12	757.29635E-15	3.0539462E-15
99.183679E-3	41.684167E-12	795.71500E-15	37.407469E-15	41.070196E-12	778.42518E-15	43.341687E-15	42.490733E-12	816.88416E-15	6.7026704E-15	42.933962E-12	804.81081E-15	62.472861E-15	42.793789E-12	791.54565E-15	39.485481E-15	42.132058E-12	774.81451E-15	47.567110E-15	41.585596E-12	787.86223E-15	36.321308E-15	40.719799E-12	804.31050E-15	17.318326E-15	39.747188E-12	807.06687E-15	46.050295E-15
98.367348E-3	41.340993E-12	800.40027E-15	26.965595E-15	40.807538E-12	772.97164E-15	42.452451E-15	42.228936E-12	831.32611E-15	32.626093E-15	42.435708E-12	835.04075E-15	39.245994E-15	42.487774E-12	797.01805E-15	50.654169E-15	41.642609E-12	788.67062E-15	25.782348E-15	41.266213E-12	796.13589E-15	-7.0193049E-15	40.448190E-12	810.42996E-15	4.0953933E-15	39.410974E-12	771.60912E-15	27.887614E-15
97.551018E-3	41.048262E-12	790.55290E-15	24.147737E-15	40.501921E-12	811.47599E-15	8.4557808E-15	41.905476E-12	787.58213E-15	55.599029E-15	41.914125E-12	811.77822E-15	22.795617E-15	42.154665E-12	770.65269E-15	31.689620E-15	41.583976E-12	768.81053E-15	17.758898E-15	41.115385E-12	813.71455E-15	45.310781E-15	40.030566E-12	798.17571E-15	10.510012E-15	39.179975E-12	762.23327E-15	1.0621596E-15
96.734695E-3	40.670026E-12	799.52543E-15	32.249746E-15	40.120976E-12	774.66256E-15	12.169034E-15	41.382106E-12	808.89494E-15	52.113008E-15	41.617675E-12	807.42970E-15	37.307014E-15	41.681235E-12	797.65643E-15	22.998610E-15	41.228587E-12	797.50556E-15	11.578314E-15	40.734135E-12	834.30534E-15	47.157031E-15	39.672717E-12	818.73202E-15	51.162081E-15	38.922778E-12	757.01685E-15	23.512876E-15
95.918372E-3	40.363789E-12	781.99632E-15	20.859713E-15	39.730833E-12	787.83524E-15	13.228953E-15	41.204363E-12	778.89854E-15	26.582637E-15	41.509143E-12	832.36846E-15	15.893279E-15	41.329714E-12	821.96267E-15	15.238609E-15	40.902677E-12	806.12459E-15	29.084780E-15	40.289064E-12	787.06589E-15	24.192918E-15	39.442546E-12	730.14657E-15	39.949702E-15	38.501976E-12	711.56882E-15	2.7068276E-15
95.102042E-3	40.009857E-12	783.55248E-15	27.336201E-15	39.248108E-12	755.30261E-15	27.942319E-15	40.747784E-12	803.34258E-15	39.584469E-15	41.151364E-12	829.43879E-15	15.771183E-15	41.103093E-12	828.81141E-15	25.439910E-15	40.638774E-12	798.51685E-15	6.7520181E-15	39.975211E-12	756.51665E-15	12.694423E-15	39.182869E-12	758.98402E-15	52.437601E-15	38.031654E-12	737.50668E-15	38.067690E-15
94.285712E-3	39.642237E-12	790.94993E-15	29.469781E-15	38.946707E-12	761.38721E-15	21.681973E-15	40.473701E-12	843.60437E-15	6.5371267E-15	40.857505E-12	817.47754E-15	41.419427E-15	40.673711E-12	771.37949E-15	9.9257599E-15	40.165340E-12	808.35761E-15	7.3005592E-15	39.638987E-12	784.55498E-15	38.779733E-15	38.875292E-12	765.45313E-15	43.892177E-15	37.506661E-12	775.38507E-15	66.221476E-15
93.469389E-3	39.407824E-12	805.41444E-15	27.545142E-15	38.812058E-12	822.40275E-15	25.711111E-15	40.350879E-12	839.66406E-15	3.7180507E-15	40.509752E-12	796.69566E-15	15.249110E-15	40.404843E-12	841.07076E-15	57.909474E-15	39.939205E-12	797.85869E-15	35.813207E-15	39.373806E-12	801.75845E-15	26.629079E-15	38.549181E-12	755.60483E-15	29.343254E-15	37.322864E-12	788.26030E-15	25.987855E-15
